"YEAR","MONTH","site_merged","mean_min_temp","mean_max_temp","mean_min_light","mean_max_light","MY"
2021,12,"QUD",10.8646774193548,18.910064516129,259.38064516129,23489.0387096774,2021-12-01
2021,12,"SEI",9.43822580645161,15.8093870967742,49.658064516129,5077.79677419355,2021-12-01
2021,12,"SJD",9.68007692307692,14.9052307692308,43.0615384615385,11790.6692307692,2021-12-01
2022,1,"FAR",9.15122580645161,18.8708387096774,471.183870967742,14433.435483871,2022-01-01
2022,1,"QUD",7.76554838709677,18.6521935483871,93.0645161290323,16455.6612903226,2022-01-01
2022,1,"SEI",7.05894444444444,14.7461666666667,195.55,6113.91111111111,2022-01-01
2022,1,"SJD",1.0968,14.9217333333333,159.32,6982.95333333333,2022-01-01
2022,2,"FAR",9.98564285714286,21.6636071428571,291.007142857143,22665.8214285714,2022-02-01
2022,2,"QUD",7.814,20.4869642857143,135.703571428571,22352.1321428571,2022-02-01
2022,2,"SJD",6.02185714285714,17.0548928571429,171.460714285714,6375.34285714286,2022-02-01
2022,3,"FAR",10.7837096774194,19.6518387096774,213.187096774194,24100.1612903226,2022-03-01
2022,3,"QUD",9.01216129032258,19.8643548387097,179.525806451613,24861.2709677419,2022-03-01
2022,3,"SJD",9.43474193548387,18.2653225806452,177.783870967742,9169.5,2022-03-01
2022,4,"FAR",11.2628,22.6375,202.726666666667,34662.83,2022-04-01
2022,4,"QUD",10.3028,22.6683333333333,135.983333333333,35282.82,2022-04-01
2022,4,"SJD",9.95973333333333,20.8941,48.0833333333333,20138.6566666667,2022-04-01
2022,5,"FAR",15.9117419354839,27.6022903225806,436.458064516129,32522.435483871,2022-05-01
2022,5,"QUD",14.0395483870968,27.6526451612903,250,32733.5548387097,2022-05-01
2022,5,"SJD",13.7651935483871,25.5093548387097,50.0129032258065,41644.7161290323,2022-05-01
2022,6,"FAR",17.8200666666667,29.5421666666667,518.106666666667,38853.5866666667,2022-06-01
2022,6,"QUD",14.8610689655172,29.1329310344828,53.0793103448276,38981.8724137931,2022-06-01
2022,6,"SJD",14.9039333333333,26.0857666666667,100.83,38348.4066666667,2022-06-01
2022,7,"FAR",20.6292903225806,32.4685161290323,480.554838709677,32266.8741935484,2022-07-01
2022,7,"SJD",16.1167777777778,28.5,165.644444444444,50844.1611111111,2022-07-01
2022,8,"FAR",18.0685294117647,30.9681764705882,211.488235294118,49975.1647058824,2022-08-01
